"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SAU","GDP","TOT","MLN_USD","A","1981",422710.092,
"SAU","GDP","TOT","MLN_USD","A","1982",399014.603,
"SAU","GDP","TOT","MLN_USD","A","1983",380573.704,
"SAU","GDP","TOT","MLN_USD","A","1984",382126.332,
"SAU","GDP","TOT","MLN_USD","A","1985",377164.537,
"SAU","GDP","TOT","MLN_USD","A","1986",404345.685,
"SAU","GDP","TOT","MLN_USD","A","1987",397836.551,
"SAU","GDP","TOT","MLN_USD","A","1988",445742.19,
"SAU","GDP","TOT","MLN_USD","A","1989",463506.168,
"SAU","GDP","TOT","MLN_USD","A","1990",519803.476,
"SAU","GDP","TOT","MLN_USD","A","1991",618031.634,
"SAU","GDP","TOT","MLN_USD","A","1992",657321.04,
"SAU","GDP","TOT","MLN_USD","A","1993",663726.055,
"SAU","GDP","TOT","MLN_USD","A","1994",681685.884,
"SAU","GDP","TOT","MLN_USD","A","1995",697456.827,
"SAU","GDP","TOT","MLN_USD","A","1996",728958.669,
"SAU","GDP","TOT","MLN_USD","A","1997",749713.926,
"SAU","GDP","TOT","MLN_USD","A","1998",780088.303,
"SAU","GDP","TOT","MLN_USD","A","1999",761310.904,
"SAU","GDP","TOT","MLN_USD","A","2000",822355.935,
"SAU","GDP","TOT","MLN_USD","A","2001",830702.282,
"SAU","GDP","TOT","MLN_USD","A","2002",819865.097,
"SAU","GDP","TOT","MLN_USD","A","2003",930034.746,
"SAU","GDP","TOT","MLN_USD","A","2004",1031003.847,
"SAU","GDP","TOT","MLN_USD","A","2005",1122602.976,
"SAU","GDP","TOT","MLN_USD","A","2006",1189510.385,
"SAU","GDP","TOT","MLN_USD","A","2007",1244222.815,
"SAU","GDP","TOT","MLN_USD","A","2008",1347338.676,
"SAU","GDP","TOT","MLN_USD","A","2009",1328051.618,
"SAU","GDP","TOT","MLN_USD","A","2010",1411743.511,
"SAU","GDP","TOT","MLN_USD","A","2011",1586748.761,
"SAU","GDP","TOT","MLN_USD","A","2012",1672470.749,
"SAU","GDP","TOT","MLN_USD","A","2013",1680157.97,
"SAU","GDP","TOT","MLN_USD","A","2014",1722861.782,
"SAU","GDP","TOT","MLN_USD","A","2015",1541831.733,
"SAU","GDP","TOT","MLN_USD","A","2016",1475672.107,
"SAU","GDP","TOT","MLN_USD","A","2017",1565891.582,
"SAU","GDP","TOT","MLN_USD","A","2018",1650384.334,
"SAU","GDP","TOT","MLN_USD","A","2019",1683025.204,
"SAU","GDP","TOT","MLN_USD","A","2020",1630268.302,
"SAU","GDP","TOT","MLN_USD","A","2021",1769092.239,
"SAU","GDP","TOT","USD_CAP","A","1970",9292.054215,
"SAU","GDP","TOT","USD_CAP","A","1971",11202.230433,
"SAU","GDP","TOT","USD_CAP","A","1972",13770.947036,
"SAU","GDP","TOT","USD_CAP","A","1973",17376.497646,
"SAU","GDP","TOT","USD_CAP","A","1974",22966.370118,
"SAU","GDP","TOT","USD_CAP","A","1975",25092.50259,
"SAU","GDP","TOT","USD_CAP","A","1976",28352.416203,
"SAU","GDP","TOT","USD_CAP","A","1977",30606.457698,
"SAU","GDP","TOT","USD_CAP","A","1978",30764.752531,
"SAU","GDP","TOT","USD_CAP","A","1979",34598.609058,
"SAU","GDP","TOT","USD_CAP","A","1980",37868.997113,
"SAU","GDP","TOT","USD_CAP","A","1981",40775.915437,
"SAU","GDP","TOT","USD_CAP","A","1982",36116.194241,
"SAU","GDP","TOT","USD_CAP","A","1983",32351.154133,
"SAU","GDP","TOT","USD_CAP","A","1984",30606.915659,
"SAU","GDP","TOT","USD_CAP","A","1985",28596.652395,
"SAU","GDP","TOT","USD_CAP","A","1986",29154.61357,
"SAU","GDP","TOT","USD_CAP","A","1987",27388.535277,
"SAU","GDP","TOT","USD_CAP","A","1988",29411.786971,
"SAU","GDP","TOT","USD_CAP","A","1989",29417.860838,
"SAU","GDP","TOT","USD_CAP","A","1990",31837.408365,
"SAU","GDP","TOT","USD_CAP","A","1991",36639.666794,
"SAU","GDP","TOT","USD_CAP","A","1992",37823.082828,
"SAU","GDP","TOT","USD_CAP","A","1993",37163.233271,
"SAU","GDP","TOT","USD_CAP","A","1994",37228.034163,
"SAU","GDP","TOT","USD_CAP","A","1995",37225.808362,
"SAU","GDP","TOT","USD_CAP","A","1996",38102.380716,
"SAU","GDP","TOT","USD_CAP","A","1997",38435.877328,
"SAU","GDP","TOT","USD_CAP","A","1998",39235.003163,
"SAU","GDP","TOT","USD_CAP","A","1999",37513.33762,
"SAU","GDP","TOT","USD_CAP","A","2000",39604.29487,
"SAU","GDP","TOT","USD_CAP","A","2001",38993.531337,
"SAU","GDP","TOT","USD_CAP","A","2002",37425.982351,
"SAU","GDP","TOT","USD_CAP","A","2003",41231.478219,
"SAU","GDP","TOT","USD_CAP","A","2004",44384.550729,
"SAU","GDP","TOT","USD_CAP","A","2005",46959.726611,
"SAU","GDP","TOT","USD_CAP","A","2006",48396.770178,
"SAU","GDP","TOT","USD_CAP","A","2007",49271.138107,
"SAU","GDP","TOT","USD_CAP","A","2008",51939.039431,
"SAU","GDP","TOT","USD_CAP","A","2009",49811.601628,
"SAU","GDP","TOT","USD_CAP","A","2010",51304.68815,
"SAU","GDP","TOT","USD_CAP","A","2011",56127.024677,
"SAU","GDP","TOT","USD_CAP","A","2012",57693.997316,
"SAU","GDP","TOT","USD_CAP","A","2013",56563.34222,
"SAU","GDP","TOT","USD_CAP","A","2014",56613.475043,
"SAU","GDP","TOT","USD_CAP","A","2015",49491.338595,
"SAU","GDP","TOT","USD_CAP","A","2016",46289.747404,
"SAU","GDP","TOT","USD_CAP","A","2017",47862.011832,
"SAU","GDP","TOT","USD_CAP","A","2018",49392.503978,
"SAU","GDP","TOT","USD_CAP","A","2019",49185.13258,
"SAU","GDP","TOT","USD_CAP","A","2020",46427.749157,
"EA19","GDP","TOT","MLN_USD","A","1995",6484700.949,
"EA19","GDP","TOT","MLN_USD","A","1996",6700647.702,
"EA19","GDP","TOT","MLN_USD","A","1997",6983652.895,
"EA19","GDP","TOT","MLN_USD","A","1998",7332423.128,
"EA19","GDP","TOT","MLN_USD","A","1999",7632226.692,
"EA19","GDP","TOT","MLN_USD","A","2000",8131914.129,
"EA19","GDP","TOT","MLN_USD","A","2001",8543834.62,
"EA19","GDP","TOT","MLN_USD","A","2002",8920931.499,
"EA19","GDP","TOT","MLN_USD","A","2003",9116364.295,
"EA19","GDP","TOT","MLN_USD","A","2004",9524934.829,
"EA19","GDP","TOT","MLN_USD","A","2005",9903046.276,
"EA19","GDP","TOT","MLN_USD","A","2006",10760476.951,
"EA19","GDP","TOT","MLN_USD","A","2007",11445889.791,
"EA19","GDP","TOT","MLN_USD","A","2008",11933310.834,
"EA19","GDP","TOT","MLN_USD","A","2009",11663626.928,
"EA19","GDP","TOT","MLN_USD","A","2010",12023192.564,
"EA19","GDP","TOT","MLN_USD","A","2011",12554120.404,
"EA19","GDP","TOT","MLN_USD","A","2012",12706766.058,
"EA19","GDP","TOT","MLN_USD","A","2013",13150941.552,
"EA19","GDP","TOT","MLN_USD","A","2014",13523515.169,
"EA19","GDP","TOT","MLN_USD","A","2015",13934266.29,
"EA19","GDP","TOT","MLN_USD","A","2016",14823273.191,
"EA19","GDP","TOT","MLN_USD","A","2017",15566850.491,
"EA19","GDP","TOT","MLN_USD","A","2018",16261013.038,
"EA19","GDP","TOT","MLN_USD","A","2019",17237784.382,
"EA19","GDP","TOT","MLN_USD","A","2020",16561719.061,
"EA19","GDP","TOT","MLN_USD","A","2021",17754807.5,
"EA19","GDP","TOT","MLN_USD","A","2022",19595561.812,
"EA19","GDP","TOT","USD_CAP","A","1995",20482.683958,
"EA19","GDP","TOT","USD_CAP","A","1996",21116.065395,
"EA19","GDP","TOT","USD_CAP","A","1997",21961.423732,
"EA19","GDP","TOT","USD_CAP","A","1998",23015.086497,
"EA19","GDP","TOT","USD_CAP","A","1999",23902.745361,
"EA19","GDP","TOT","USD_CAP","A","2000",25388.41597,
"EA19","GDP","TOT","USD_CAP","A","2001",26585.563962,
"EA19","GDP","TOT","USD_CAP","A","2002",27621.749504,
"EA19","GDP","TOT","USD_CAP","A","2003",28074.68863,
"EA19","GDP","TOT","USD_CAP","A","2004",29180.107324,
"EA19","GDP","TOT","USD_CAP","A","2005",30176.525591,
"EA19","GDP","TOT","USD_CAP","A","2006",32642.018319,
"EA19","GDP","TOT","USD_CAP","A","2007",34536.427341,
"EA19","GDP","TOT","USD_CAP","A","2008",35828.317595,
"EA19","GDP","TOT","USD_CAP","A","2009",34906.65706,
"EA19","GDP","TOT","USD_CAP","A","2010",35898.30126,
"EA19","GDP","TOT","USD_CAP","A","2011",37389.006299,
"EA19","GDP","TOT","USD_CAP","A","2012",37759.470002,
"EA19","GDP","TOT","USD_CAP","A","2013",39016.776748,
"EA19","GDP","TOT","USD_CAP","A","2014",40050.236058,
"EA19","GDP","TOT","USD_CAP","A","2015",41146.460243,
"EA19","GDP","TOT","USD_CAP","A","2016",43633.578848,
"EA19","GDP","TOT","USD_CAP","A","2017",45718.992815,
"EA19","GDP","TOT","USD_CAP","A","2018",47633.244226,
"EA19","GDP","TOT","USD_CAP","A","2019",50339.17041,
"EA19","GDP","TOT","USD_CAP","A","2020",48285.783019,
"EA19","GDP","TOT","USD_CAP","A","2021",51748.630354,
"EA19","GDP","TOT","USD_CAP","A","2022",56874.646788,
"ARG","GDP","TOT","MLN_USD","A","2004",470302.946,
"ARG","GDP","TOT","MLN_USD","A","2005",527985.869,
"ARG","GDP","TOT","MLN_USD","A","2006",588076.13,
"ARG","GDP","TOT","MLN_USD","A","2007",658372.467,
"ARG","GDP","TOT","MLN_USD","A","2008",698223.628,
"ARG","GDP","TOT","MLN_USD","A","2009",661109.513,
"ARG","GDP","TOT","MLN_USD","A","2010",736799.121,
"ARG","GDP","TOT","MLN_USD","A","2011",797263.882,
"ARG","GDP","TOT","MLN_USD","A","2012",819697.902,
"ARG","GDP","TOT","MLN_USD","A","2013",849616,
"ARG","GDP","TOT","MLN_USD","A","2014",839896.688,
"ARG","GDP","TOT","MLN_USD","A","2015",867176.759,
"ARG","GDP","TOT","MLN_USD","A","2016",885227.529,
"ARG","GDP","TOT","MLN_USD","A","2017",1039330.592,
"ARG","GDP","TOT","MLN_USD","A","2018",1036459.32,
"ARG","GDP","TOT","MLN_USD","A","2019",1033942.542,
"ARG","GDP","TOT","MLN_USD","A","2020",943243.919,
"ARG","GDP","TOT","MLN_USD","A","2021",1090315.832,
"ARG","GDP","TOT","MLN_USD","A","2022",1229806.339,
"ARG","GDP","TOT","USD_CAP","A","2004",12303.221538,
"ARG","GDP","TOT","USD_CAP","A","2005",13681.225871,
"ARG","GDP","TOT","USD_CAP","A","2006",15090.095978,
"ARG","GDP","TOT","USD_CAP","A","2007",16728.642814,
"ARG","GDP","TOT","USD_CAP","A","2008",17567.142054,
"ARG","GDP","TOT","USD_CAP","A","2009",16472.55477,
"ARG","GDP","TOT","USD_CAP","A","2010",18063.914342,
"ARG","GDP","TOT","USD_CAP","A","2011",19322.22713,
"ARG","GDP","TOT","USD_CAP","A","2012",19641.352863,
"ARG","GDP","TOT","USD_CAP","A","2013",20131.680421,
"ARG","GDP","TOT","USD_CAP","A","2014",19683.771502,
"ARG","GDP","TOT","USD_CAP","A","2015",20105.198994,
"ARG","GDP","TOT","USD_CAP","A","2016",20307.870053,
"ARG","GDP","TOT","USD_CAP","A","2017",23597.117759,
"ARG","GDP","TOT","USD_CAP","A","2018",23294.098677,
"ARG","GDP","TOT","USD_CAP","A","2019",23007.83659,
"ARG","GDP","TOT","USD_CAP","A","2020",20786.920156,
"ARG","GDP","TOT","USD_CAP","A","2021",23801.449321,
"ARG","GDP","TOT","USD_CAP","A","2022",26599.131851,
"CRI","GDP","TOT","MLN_USD","A","1991",17045.94,
"CRI","GDP","TOT","MLN_USD","A","1992",19038.56,
"CRI","GDP","TOT","MLN_USD","A","1993",20873.069,
"CRI","GDP","TOT","MLN_USD","A","1994",22282.201,
"CRI","GDP","TOT","MLN_USD","A","1995",23694.437,
"CRI","GDP","TOT","MLN_USD","A","1996",24454.118,
"CRI","GDP","TOT","MLN_USD","A","1997",26238.045,
"CRI","GDP","TOT","MLN_USD","A","1998",28431.912,
"CRI","GDP","TOT","MLN_USD","A","1999",30047.819,
"CRI","GDP","TOT","MLN_USD","A","2000",31917.39,
"CRI","GDP","TOT","MLN_USD","A","2001",33775.851,
"CRI","GDP","TOT","MLN_USD","A","2002",35474.31,
"CRI","GDP","TOT","MLN_USD","A","2003",37736.191,
"CRI","GDP","TOT","MLN_USD","A","2004",40463.66,
"CRI","GDP","TOT","MLN_USD","A","2005",43392.076,
"CRI","GDP","TOT","MLN_USD","A","2006",48008.272,
"CRI","GDP","TOT","MLN_USD","A","2007",53356.257,
"CRI","GDP","TOT","MLN_USD","A","2008",56956.205,
"CRI","GDP","TOT","MLN_USD","A","2009",56820.586,
"CRI","GDP","TOT","MLN_USD","A","2010",60585.846,
"CRI","GDP","TOT","MLN_USD","A","2011",64567.752,
"CRI","GDP","TOT","MLN_USD","A","2012",69073.803,
"CRI","GDP","TOT","MLN_USD","A","2013",73210.057,
"CRI","GDP","TOT","MLN_USD","A","2014",79269.13,
"CRI","GDP","TOT","MLN_USD","A","2015",85240.084,
"CRI","GDP","TOT","MLN_USD","A","2016",93454.856,
"CRI","GDP","TOT","MLN_USD","A","2017",100716.907,
"CRI","GDP","TOT","MLN_USD","A","2018",106583.345,
"CRI","GDP","TOT","MLN_USD","A","2019",116687.613,
"CRI","GDP","TOT","MLN_USD","A","2020",111257.856,
"CRI","GDP","TOT","MLN_USD","A","2021",122133.139,
"CRI","GDP","TOT","MLN_USD","A","2022",135640.959,"E"
"CRI","GDP","TOT","USD_CAP","A","1991",5499.863082,
"CRI","GDP","TOT","USD_CAP","A","1992",6008.48589,
"CRI","GDP","TOT","USD_CAP","A","1993",6445.100154,
"CRI","GDP","TOT","USD_CAP","A","1994",6683.887118,
"CRI","GDP","TOT","USD_CAP","A","1995",6906.601806,
"CRI","GDP","TOT","USD_CAP","A","1996",6951.482043,
"CRI","GDP","TOT","USD_CAP","A","1997",7268.555279,
"CRI","GDP","TOT","USD_CAP","A","1998",7689.86427,
"CRI","GDP","TOT","USD_CAP","A","1999",7934.314138,
"CRI","GDP","TOT","USD_CAP","A","2000",8247.745652,
"CRI","GDP","TOT","USD_CAP","A","2001",8544.268172,
"CRI","GDP","TOT","USD_CAP","A","2002",8816.949795,
"CRI","GDP","TOT","USD_CAP","A","2003",9244.799762,
"CRI","GDP","TOT","USD_CAP","A","2004",9755.749861,
"CRI","GDP","TOT","USD_CAP","A","2005",10296.531679,
"CRI","GDP","TOT","USD_CAP","A","2006",11214.354808,
"CRI","GDP","TOT","USD_CAP","A","2007",12292.272774,
"CRI","GDP","TOT","USD_CAP","A","2008",12936.433198,
"CRI","GDP","TOT","USD_CAP","A","2009",12711.165118,
"CRI","GDP","TOT","USD_CAP","A","2010",13325.311122,
"CRI","GDP","TOT","USD_CAP","A","2011",14068.154868,
"CRI","GDP","TOT","USD_CAP","A","2012",14852.929898,
"CRI","GDP","TOT","USD_CAP","A","2013",15542.368395,
"CRI","GDP","TOT","USD_CAP","A","2014",16615.974075,
"CRI","GDP","TOT","USD_CAP","A","2015",17649.314854,
"CRI","GDP","TOT","USD_CAP","A","2016",19119.336147,
"CRI","GDP","TOT","USD_CAP","A","2017",20368.230268,
"CRI","GDP","TOT","USD_CAP","A","2018",21312.71338,
"CRI","GDP","TOT","USD_CAP","A","2019",23082.516179,
"CRI","GDP","TOT","USD_CAP","A","2020",21778.801266,
"CRI","GDP","TOT","USD_CAP","A","2021",23664.397519,
"CRI","GDP","TOT","USD_CAP","A","2022",26028.033736,"E"
"BGR","GDP","TOT","MLN_USD","A","1995",65090.556,
"BGR","GDP","TOT","MLN_USD","A","1996",57275.504,
"BGR","GDP","TOT","MLN_USD","A","1997",47797.792,
"BGR","GDP","TOT","MLN_USD","A","1998",51008.977,
"BGR","GDP","TOT","MLN_USD","A","1999",47685.653,
"BGR","GDP","TOT","MLN_USD","A","2000",52478.641,
"BGR","GDP","TOT","MLN_USD","A","2001",55746.265,
"BGR","GDP","TOT","MLN_USD","A","2002",62206.233,
"BGR","GDP","TOT","MLN_USD","A","2003",65448.576,
"BGR","GDP","TOT","MLN_USD","A","2004",71006.975,
"BGR","GDP","TOT","MLN_USD","A","2005",78822.024,
"BGR","GDP","TOT","MLN_USD","A","2006",86708.002,
"BGR","GDP","TOT","MLN_USD","A","2007",96738.612,
"BGR","GDP","TOT","MLN_USD","A","2008",107495.144,
"BGR","GDP","TOT","MLN_USD","A","2009",105572.154,
"BGR","GDP","TOT","MLN_USD","A","2010",110621.355,
"BGR","GDP","TOT","MLN_USD","A","2011",115717.181,
"BGR","GDP","TOT","MLN_USD","A","2012",119285.493,
"BGR","GDP","TOT","MLN_USD","A","2013",120960.195,
"BGR","GDP","TOT","MLN_USD","A","2014",127258.737,
"BGR","GDP","TOT","MLN_USD","A","2015",131975.364,
"BGR","GDP","TOT","MLN_USD","A","2016",143025.182,
"BGR","GDP","TOT","MLN_USD","A","2017",151835.515,
"BGR","GDP","TOT","MLN_USD","A","2018",161617.658,
"BGR","GDP","TOT","MLN_USD","A","2019",178072.556,
"BGR","GDP","TOT","MLN_USD","A","2020",178455.505,
"BGR","GDP","TOT","MLN_USD","A","2021",202250.908,
"BGR","GDP","TOT","MLN_USD","A","2022",229317.044,
"BGR","GDP","TOT","USD_CAP","A","1995",7743.283027,
"BGR","GDP","TOT","USD_CAP","A","1996",6848.821661,
"BGR","GDP","TOT","USD_CAP","A","1997",5750.409216,
"BGR","GDP","TOT","USD_CAP","A","1998",6177.824718,
"BGR","GDP","TOT","USD_CAP","A","1999",5807.79884,
"BGR","GDP","TOT","USD_CAP","A","2000",6423.199103,
"BGR","GDP","TOT","USD_CAP","A","2001",7044.628379,
"BGR","GDP","TOT","USD_CAP","A","2002",7905.327623,
"BGR","GDP","TOT","USD_CAP","A","2003",8365.577989,
"BGR","GDP","TOT","USD_CAP","A","2004",9125.4988,
"BGR","GDP","TOT","USD_CAP","A","2005",10183.855612,
"BGR","GDP","TOT","USD_CAP","A","2006",11262.212913,
"BGR","GDP","TOT","USD_CAP","A","2007",12629.45078,
"BGR","GDP","TOT","USD_CAP","A","2008",14100.691874,
"BGR","GDP","TOT","USD_CAP","A","2009",13918.303354,
"BGR","GDP","TOT","USD_CAP","A","2010",14682.38806,
"BGR","GDP","TOT","USD_CAP","A","2011",15747.416423,
"BGR","GDP","TOT","USD_CAP","A","2012",16327.309222,
"BGR","GDP","TOT","USD_CAP","A","2013",16649.45352,
"BGR","GDP","TOT","USD_CAP","A","2014",17616.257914,
"BGR","GDP","TOT","USD_CAP","A","2015",18386.114464,
"BGR","GDP","TOT","USD_CAP","A","2016",20065.76365,
"BGR","GDP","TOT","USD_CAP","A","2017",21457.979457,
"BGR","GDP","TOT","USD_CAP","A","2018",23005.9528,
"BGR","GDP","TOT","USD_CAP","A","2019",25527.332297,
"BGR","GDP","TOT","USD_CAP","A","2020",25736.244414,
"BGR","GDP","TOT","USD_CAP","A","2021",29406.58335,
"BGR","GDP","TOT","USD_CAP","A","2022",35470.008188,"B"
"HRV","GDP","TOT","MLN_USD","A","1995",37211.145,
"HRV","GDP","TOT","MLN_USD","A","1996",40121.289,
"HRV","GDP","TOT","MLN_USD","A","1997",43236.364,
"HRV","GDP","TOT","MLN_USD","A","1998",44810.556,
"HRV","GDP","TOT","MLN_USD","A","1999",44855.041,
"HRV","GDP","TOT","MLN_USD","A","2000",47676.962,
"HRV","GDP","TOT","MLN_USD","A","2001",50094.464,
"HRV","GDP","TOT","MLN_USD","A","2002",56024.592,
"HRV","GDP","TOT","MLN_USD","A","2003",58945.571,
"HRV","GDP","TOT","MLN_USD","A","2004",63253.538,
"HRV","GDP","TOT","MLN_USD","A","2005",66614.062,
"HRV","GDP","TOT","MLN_USD","A","2006",76040.038,
"HRV","GDP","TOT","MLN_USD","A","2007",84376.568,
"HRV","GDP","TOT","MLN_USD","A","2008",90645.499,
"HRV","GDP","TOT","MLN_USD","A","2009",87281.687,
"HRV","GDP","TOT","MLN_USD","A","2010",86297.296,
"HRV","GDP","TOT","MLN_USD","A","2011",90492.346,
"HRV","GDP","TOT","MLN_USD","A","2012",91795.047,
"HRV","GDP","TOT","MLN_USD","A","2013",94402.112,
"HRV","GDP","TOT","MLN_USD","A","2014",94978.464,
"HRV","GDP","TOT","MLN_USD","A","2015",98327.643,
"HRV","GDP","TOT","MLN_USD","A","2016",105691.007,
"HRV","GDP","TOT","MLN_USD","A","2017",112465.316,
"HRV","GDP","TOT","MLN_USD","A","2018",118467.661,
"HRV","GDP","TOT","MLN_USD","A","2019",130592.514,
"HRV","GDP","TOT","MLN_USD","A","2020",123240.484,
"HRV","GDP","TOT","MLN_USD","A","2021",143346.26,
"HRV","GDP","TOT","MLN_USD","A","2022",162595.846,"P"
"HRV","GDP","TOT","USD_CAP","A","1995",8054.307992,
"HRV","GDP","TOT","USD_CAP","A","1996",8804.133233,
"HRV","GDP","TOT","USD_CAP","A","1997",9534.096363,
"HRV","GDP","TOT","USD_CAP","A","1998",9887.292989,
"HRV","GDP","TOT","USD_CAP","A","1999",9939.959321,
"HRV","GDP","TOT","USD_CAP","A","2000",10670.040292,
"HRV","GDP","TOT","USD_CAP","A","2001",11648.656195,"B"
"HRV","GDP","TOT","USD_CAP","A","2002",13012.515516,
"HRV","GDP","TOT","USD_CAP","A","2003",13690.586066,
"HRV","GDP","TOT","USD_CAP","A","2004",14681.809635,
"HRV","GDP","TOT","USD_CAP","A","2005",15449.698129,
"HRV","GDP","TOT","USD_CAP","A","2006",17630.391606,
"HRV","GDP","TOT","USD_CAP","A","2007",19564.451338,
"HRV","GDP","TOT","USD_CAP","A","2008",21027.135257,
"HRV","GDP","TOT","USD_CAP","A","2009",20268.267591,
"HRV","GDP","TOT","USD_CAP","A","2010",20086.179197,
"HRV","GDP","TOT","USD_CAP","A","2011",21128.651773,
"HRV","GDP","TOT","USD_CAP","A","2012",21502.392474,
"HRV","GDP","TOT","USD_CAP","A","2013",22188.897983,
"HRV","GDP","TOT","USD_CAP","A","2014",22421.40022,
"HRV","GDP","TOT","USD_CAP","A","2015",23366.874297,
"HRV","GDP","TOT","USD_CAP","A","2016",25330.737337,
"HRV","GDP","TOT","USD_CAP","A","2017",27232.280587,
"HRV","GDP","TOT","USD_CAP","A","2018",28959.038305,
"HRV","GDP","TOT","USD_CAP","A","2019",32108.654947,
"HRV","GDP","TOT","USD_CAP","A","2020",30450.350165,
"HRV","GDP","TOT","USD_CAP","A","2021",36219.449788,
"HRV","GDP","TOT","USD_CAP","A","2022",41607.685824,"E"
"CYP","GDP","TOT","MLN_USD","A","1995",11127.721,
"CYP","GDP","TOT","MLN_USD","A","1996",11453.807,
"CYP","GDP","TOT","MLN_USD","A","1997",11926.549,
"CYP","GDP","TOT","MLN_USD","A","1998",12738.268,
"CYP","GDP","TOT","MLN_USD","A","1999",13502.013,
"CYP","GDP","TOT","MLN_USD","A","2000",14777.6,
"CYP","GDP","TOT","MLN_USD","A","2001",16041.739,
"CYP","GDP","TOT","MLN_USD","A","2002",17040.228,
"CYP","GDP","TOT","MLN_USD","A","2003",17441.292,
"CYP","GDP","TOT","MLN_USD","A","2004",18887.353,
"CYP","GDP","TOT","MLN_USD","A","2005",20504.268,
"CYP","GDP","TOT","MLN_USD","A","2006",22539.091,
"CYP","GDP","TOT","MLN_USD","A","2007",25227.467,
"CYP","GDP","TOT","MLN_USD","A","2008",27398.653,
"CYP","GDP","TOT","MLN_USD","A","2009",27380.496,
"CYP","GDP","TOT","MLN_USD","A","2010",27794.639,
"CYP","GDP","TOT","MLN_USD","A","2011",28424.669,
"CYP","GDP","TOT","MLN_USD","A","2012",27580.641,
"CYP","GDP","TOT","MLN_USD","A","2013",26247.589,
"CYP","GDP","TOT","MLN_USD","A","2014",25720.801,
"CYP","GDP","TOT","MLN_USD","A","2015",27059.529,
"CYP","GDP","TOT","MLN_USD","A","2016",30552.825,
"CYP","GDP","TOT","MLN_USD","A","2017",33018.522,
"CYP","GDP","TOT","MLN_USD","A","2018",35391.387,
"CYP","GDP","TOT","MLN_USD","A","2019",39408.825,
"CYP","GDP","TOT","MLN_USD","A","2020",37844.839,
"CYP","GDP","TOT","MLN_USD","A","2021",42048.854,
"CYP","GDP","TOT","MLN_USD","A","2022",47738.078,"P"
"CYP","GDP","TOT","USD_CAP","A","1995",17097.212274,
"CYP","GDP","TOT","USD_CAP","A","1996",17320.137032,
"CYP","GDP","TOT","USD_CAP","A","1997",17780.914782,
"CYP","GDP","TOT","USD_CAP","A","1998",18758.954116,
"CYP","GDP","TOT","USD_CAP","A","1999",19662.171013,
"CYP","GDP","TOT","USD_CAP","A","2000",21293.371352,
"CYP","GDP","TOT","USD_CAP","A","2001",22867.767866,
"CYP","GDP","TOT","USD_CAP","A","2002",24013.51231,
"CYP","GDP","TOT","USD_CAP","A","2003",24281.110945,
"CYP","GDP","TOT","USD_CAP","A","2004",25944.878616,
"CYP","GDP","TOT","USD_CAP","A","2005",27763.246925,
"CYP","GDP","TOT","USD_CAP","A","2006",30013.503503,
"CYP","GDP","TOT","USD_CAP","A","2007",32885.731883,
"CYP","GDP","TOT","USD_CAP","A","2008",34830.331346,
"CYP","GDP","TOT","USD_CAP","A","2009",33885.285259,
"CYP","GDP","TOT","USD_CAP","A","2010",33509.88429,
"CYP","GDP","TOT","USD_CAP","A","2011",33406.162719,
"CYP","GDP","TOT","USD_CAP","A","2012",31924.069851,
"CYP","GDP","TOT","USD_CAP","A","2013",30451.794367,
"CYP","GDP","TOT","USD_CAP","A","2014",30170.885554,
"CYP","GDP","TOT","USD_CAP","A","2015",31922.470664,
"CYP","GDP","TOT","USD_CAP","A","2016",35878.610071,
"CYP","GDP","TOT","USD_CAP","A","2017",38415.115637,
"CYP","GDP","TOT","USD_CAP","A","2018",40676.575669,
"CYP","GDP","TOT","USD_CAP","A","2019",44683.639374,
"CYP","GDP","TOT","USD_CAP","A","2020",42426.807314,
"CYP","GDP","TOT","USD_CAP","A","2021",46702.78715,"P"
"CYP","GDP","TOT","USD_CAP","A","2022",52304.06564,"P"
"MLT","GDP","TOT","MLN_USD","A","1995",5280.675,
"MLT","GDP","TOT","MLN_USD","A","1996",5569.901,
"MLT","GDP","TOT","MLN_USD","A","1997",5929.922,
"MLT","GDP","TOT","MLN_USD","A","1998",6249.673,
"MLT","GDP","TOT","MLN_USD","A","1999",6564.667,
"MLT","GDP","TOT","MLN_USD","A","2000",7161.621,
"MLT","GDP","TOT","MLN_USD","A","2001",7276.595,
"MLT","GDP","TOT","MLN_USD","A","2002",7911.37,
"MLT","GDP","TOT","MLN_USD","A","2003",8342.574,
"MLT","GDP","TOT","MLN_USD","A","2004",8645.521,
"MLT","GDP","TOT","MLN_USD","A","2005",9008.194,
"MLT","GDP","TOT","MLN_USD","A","2006",9451.586,
"MLT","GDP","TOT","MLN_USD","A","2007",10193.443,
"MLT","GDP","TOT","MLN_USD","A","2008",10858.194,
"MLT","GDP","TOT","MLN_USD","A","2009",10992.484,
"MLT","GDP","TOT","MLN_USD","A","2010",11905.21,
"MLT","GDP","TOT","MLN_USD","A","2011",12060.621,
"MLT","GDP","TOT","MLN_USD","A","2012",12703.294,
"MLT","GDP","TOT","MLN_USD","A","2013",13757.032,
"MLT","GDP","TOT","MLN_USD","A","2014",14924.391,
"MLT","GDP","TOT","MLN_USD","A","2015",16669.553,
"MLT","GDP","TOT","MLN_USD","A","2016",18080.358,
